,id,answer_text,student_id,assigned_grade,question_id,cluster_id,override_grade,override_feedback,rule_strings,outlier_score,concept_scores,sbert_0.5,sbert_0.6,sbert_0.7,sbert_0.8,spacy_0.5,spacy_0.6,spacy_0.7,spacy_0.8,tfidf_0.5,tfidf_0.6,tfidf_0.7,tfidf_0.8,chatgpt_classified_rubric
11,3824,sometime the response takes time and we would like the user to still interact with part of the page.,88517249,1.0,35,1,,,[],0.5228397250175476,[],True,True,True,False,True,False,False,False,False,False,False,False,Y
12,4121,"We can change a page without reloading it and send, request, and receive data from a server without blocking the rest of your interface.",46914130,2.0,35,4,,,"[[152, ""\u2714\ufe0f Sentence: We can change a page without reloading it and send, request, and receive data from a server without blocking the rest of your interface. -> Similarity: 1.00""], [155, ""\u2714\ufe0f Length: 30 words -> Answer Length: 24""], [156, ""\u2714\ufe0f Keyword: blocking -> Matched: blocking, Similarity: 1.00""]]",0.5266961455345154,[],True,True,True,False,True,False,False,False,False,False,False,False,Y
13,4346,"We want to be able to make changes to a page without reloading it every time. We also want to send, request, and receive data from a server without blocking the interface. ",62834117,2.0,35,2,,,"[[152, ""\u2714\ufe0f Sentence: We can change a page without reloading it and send, request, and receive data from a server without blocking the rest of your interface. -> Similarity: 0.86""]]",0.5339744091033936,[],True,True,True,True,False,False,False,False,False,False,False,False,Y
14,3249,you can run a long task in the background and the program will be able to respond to other user events. Won't be bottlenecked and waiting until the task is finished.,82807494,1.0,35,1,,,[],0.5383984446525574,[],True,True,True,True,True,False,False,False,False,False,False,False,Y
15,3432,This allows for multiple tasks to run at the same time.,70957229,1.0,35,1,,,[],0.5406820774078369,[],False,False,False,False,True,True,True,True,True,True,True,False,Y
16,3649,This is to allow other components when showing the webpage does not get blocked by operations that require long time.,57696923,1.0,35,5,,,"[[153, ""\u2714\ufe0f Sentence: This will allow users to continue to use your website/app, while you work on parts of the website while not interfering with traffic to your website. -> Similarity: 0.58""]]",0.5424737334251404,[],True,False,False,False,False,False,False,False,True,False,False,False,Y
17,4160,"1. It enables me to change a page without reloading it.
2. It enables me to send, request and receive data from a server without blocking the rest of my interface.",12046096,2.0,35,7,,,"[[153, ""\u2714\ufe0f Sentence: This will allow users to continue to use your website/app, while you work on parts of the website while not interfering with traffic to your website. -> Similarity: 0.56""], [152, ""\u2714\ufe0f Sentence: We can change a page without reloading it and send, request, and receive data from a server without blocking the rest of your interface. -> Similarity: 0.56""]]",0.5435909628868103,[],False,False,False,False,False,False,False,False,False,False,False,False,Y
18,3902,Because you want to be able to run code in the background without blocking the user interface,21365504,1.0,35,1,,,[],0.5465483069419861,[],True,True,True,False,True,True,False,False,False,False,False,False,Y
19,3483,"It changes the page without reloading it and can send, request and receive data without blocking the rest of the interface",88367006,2.0,35,6,,,"[[153, ""\u2714\ufe0f Sentence: This will allow users to continue to use your website/app, while you work on parts of the website while not interfering with traffic to your website. -> Similarity: 0.53""], [152, ""\u2714\ufe0f Sentence: We can change a page without reloading it and send, request, and receive data from a server without blocking the rest of your interface. -> Similarity: 0.74""], [155, ""\u2714\ufe0f Length: 30 words -> Answer Length: 21""], [156, ""\u2714\ufe0f Keyword: blocking -> Matched: blocking, Similarity: 1.00""]]",0.551756739616394,[],True,False,False,False,True,False,False,False,False,False,False,False,Y
20,4298,"This is because we cannot determine when the users would interact with things and what they would try to interact with. With these variables, it is best to code in asynchronous programming as this eliminates the need to design major intertwined systems with hardcoded data sets and can cover much more scenarios regarding user inputs.",93549475,1.0,35,1,,,[],0.554069459438324,[],True,False,False,False,True,False,False,False,False,False,False,False,Y
21,4049,"Because we want to change the page without reloading it and send, request, and receive data from a server without blocking the rest of my interface. ",44649619,2.0,35,4,,,"[[152, ""\u2714\ufe0f Sentence: We can change a page without reloading it and send, request, and receive data from a server without blocking the rest of your interface. -> Similarity: 0.73""], [155, ""\u2714\ufe0f Length: 30 words -> Answer Length: 26""], [156, ""\u2714\ufe0f Keyword: blocking -> Matched: blocking, Similarity: 1.00""]]",0.5541316866874695,[],True,False,False,False,True,False,False,False,False,False,False,False,Y
22,3679,"It can change a page without reloading it. and It can send, request and receive data from a server without blocking the rest of the interface.",88793495,2.0,35,4,,,"[[152, ""\u2714\ufe0f Sentence: We can change a page without reloading it and send, request, and receive data from a server without blocking the rest of your interface. -> Similarity: 0.80""], [155, ""\u2714\ufe0f Length: 30 words -> Answer Length: 26""], [156, ""\u2714\ufe0f Keyword: blocking -> Matched: blocking, Similarity: 1.00""]]",0.5541346073150635,[],True,False,False,False,False,False,False,False,False,False,False,False,Y
23,3682,"It enables changing a page without reloading it and it allows us to send, request, and receive data from a server without blocking the rest of the interface.",27802286,2.0,35,6,,,"[[153, ""\u2714\ufe0f Sentence: This will allow users to continue to use your website/app, while you work on parts of the website while not interfering with traffic to your website. -> Similarity: 0.58""], [152, ""\u2714\ufe0f Sentence: We can change a page without reloading it and send, request, and receive data from a server without blocking the rest of your interface. -> Similarity: 0.56""], [155, ""\u2714\ufe0f Length: 30 words -> Answer Length: 28""], [156, ""\u2714\ufe0f Keyword: blocking -> Matched: blocking, Similarity: 1.00""]]",0.5662184357643127,[],False,False,False,False,False,False,False,False,False,False,False,False,Y
24,3616,So we can perform multiple tasks at once and to listen to multiple events at once. For example clicking a button should not interfere or wait for a previous button that I clicked and is still processing.,34280763,2.0,35,1,,,[],0.5699468851089478,[],True,True,False,False,True,True,True,True,False,False,False,False,Y
25,3661,"We want to use it to enable our program to start a potentially long-running task and still be responsive to other events while that task runs, rather than having to wait until the task is finished.",85849868,2.0,35,1,,,[],0.5790477991104126,[],True,True,True,False,False,False,False,False,False,False,False,False,Y
26,3800,We can execute functions in the background of a page and update sections of the page without reloading all of the contents.,92120184,2.0,35,3,,,"[[152, ""\u2714\ufe0f Sentence: We can change a page without reloading it and send, request, and receive data from a server without blocking the rest of your interface. -> Similarity: 0.33""]]",0.5800064206123352,[],False,False,False,False,False,False,False,False,False,False,False,False,Y
27,3905,To be able to execute other tasks while a task is still running in the background. It can be very useful for running concurrent tasks and therefore not having to wait for one task to finish before moving on to other tasks. ,8304001,1.0,35,1,,,[],0.5811475515365601,[],False,False,False,False,False,False,False,False,False,False,False,False,Y
28,3504,"There may be times where we are required to wait for a response from a server, for example. During this time, we still want the user to be able to use other features on a site, without being locked out until a response is received.",9350910,2.0,35,2,,,[],0.5826462507247925,[],True,True,True,True,True,False,False,False,False,False,False,False,Y
29,4337,Because it is a means of loading data from the server and selectively updating parts of a web page without loading the whole page over and over again,32003254,1.0,35,1,,,[],0.582880973815918,[],False,False,False,False,False,False,False,False,False,False,False,False,Y
30,3598,"We want to do this so the user can continue using the web page while a background process is being completed. For example, in A5 when we were fetching from the Itunes API,  we wanted the webpage to still be active and have stuff going on, but the fetching was being done in the background. ",54188288,2.0,35,2,,,[],0.5829450488090515,[],True,True,True,False,False,False,False,False,False,False,False,False,Y
31,3875,"It allows for us to process long running tasks and still be responsive to other events while that task runs, rather than everything being halted while that one task is going",39812484,1.0,35,1,,,[],0.5869437456130981,[],False,False,False,False,False,False,False,False,False,False,False,False,Y
32,3548,"It enables you to change a page without reloading it (partial page refresh) and lets you
send, request and receive data from a server without blocking the rest of your interface.
",24852420,2.0,35,7,,,"[[153, ""\u2714\ufe0f Sentence: This will allow users to continue to use your website/app, while you work on parts of the website while not interfering with traffic to your website. -> Similarity: 0.58""], [152, ""\u2714\ufe0f Sentence: We can change a page without reloading it and send, request, and receive data from a server without blocking the rest of your interface. -> Similarity: 0.59""]]",0.587425172328949,[],False,False,False,False,True,False,False,False,False,False,False,False,Y
33,4199,"There are several reasons:
1, We want to update only part of the page without reloading the entire page.
2, We can make request and receive the data we want without blocking the rest of other operations. ",67005821,2.0,35,2,,,"[[152, ""\u2714\ufe0f Sentence: We can change a page without reloading it and send, request, and receive data from a server without blocking the rest of your interface. -> Similarity: 0.39""]]",0.5877654552459717,[],False,False,False,False,False,False,False,False,False,False,False,False,Y
34,4241,"It allows changing a page without reloading it and makes it possible to send, request, and receive data without blocking the rest of the interface.",16064395,2.0,35,6,,,"[[153, ""\u2714\ufe0f Sentence: This will allow users to continue to use your website/app, while you work on parts of the website while not interfering with traffic to your website. -> Similarity: 0.59""], [152, ""\u2714\ufe0f Sentence: We can change a page without reloading it and send, request, and receive data from a server without blocking the rest of your interface. -> Similarity: 0.62""], [155, ""\u2714\ufe0f Length: 30 words -> Answer Length: 25""], [156, ""\u2714\ufe0f Keyword: blocking -> Matched: blocking, Similarity: 1.00""]]",0.5895899534225464,[],True,False,False,False,False,False,False,False,False,False,False,False,Y
35,3471,It's important to be able to perform a task that has to wait without pausing the rest of the program.,50953806,1.0,35,1,,,[],0.5896375775337219,[],True,True,False,False,False,False,False,False,False,False,False,False,Y
36,3234,Because sometimes you would want to execute other functions while waiting for one function to finish.,46741850,1.0,35,1,,,[],0.593328058719635,[],False,False,False,False,False,False,False,False,False,False,False,False,Y
37,4277,Because it allows us to execute instructions that might take a long time from a server without blocking the rest of the interface and allows users to interact with the UI.,87347899,2.0,35,1,,,[],0.596512496471405,[],True,True,False,False,True,False,False,False,False,False,False,False,Y
38,3643,It allows for other tasks to be done while a larger task is processing in the background rather than having a task stop the program.,37051692,1.0,35,1,,,[],0.5973771810531616,[],False,False,False,False,False,False,False,False,False,False,False,False,Y
39,3673,This allows us to perform multiple tasks at once without blocking the execution from a different task. ,29001298,2.0,35,1,,,[],0.5975930094718933,[],True,False,False,False,True,True,True,True,False,False,False,False,Y
40,3539,"Because we are able to make things happen at the same time; this way, a longer task won't stop other code from being executed, for example. Conversely, it can also be used as a good way to make things wait to execute until other promises are fulfilled.",26652614,1.0,35,1,,,[],0.5996044874191284,[],False,False,False,False,False,False,False,False,False,False,False,False,Y
41,3519,It allows us to perform actions that may take some time while still loading the rest of the UI and letting users interact with it.,25465609,2.0,35,5,,,"[[153, ""\u2714\ufe0f Sentence: This will allow users to continue to use your website/app, while you work on parts of the website while not interfering with traffic to your website. -> Similarity: 0.54""]]",0.6014249920845032,[],True,True,False,False,True,False,False,False,False,False,False,False,Y
42,3536,If you have several tasks that you want the application to operate. This allows you to complete multiple tasks at once since it isn't necessary for the application to wait to complete them individually. This can be very beneficial in web dev/user experience when delays can occur.,75665732,1.0,35,1,,,[],0.6015017628669739,[],False,False,False,False,True,True,True,False,False,False,False,False,Y
43,4319,"So that we can change a page without reloading and send, request and receive data from a server while other parts of the interface function well.",49413345,2.0,35,3,,,"[[152, ""\u2714\ufe0f Sentence: We can change a page without reloading it and send, request, and receive data from a server without blocking the rest of your interface. -> Similarity: 0.64""], [155, ""\u2714\ufe0f Length: 30 words -> Answer Length: 26""]]",0.6015568375587463,[],True,False,False,False,False,False,False,False,False,False,False,False,Y
44,4115,This allows us to not interrupt the entire interface when the user prompts the website to make calls to a server. It can run in the background while the user can still interact with the interface.,19221630,2.0,35,5,,,"[[153, ""\u2714\ufe0f Sentence: This will allow users to continue to use your website/app, while you work on parts of the website while not interfering with traffic to your website. -> Similarity: 0.59""]]",0.6040945053100586,[],True,True,True,True,True,True,False,False,False,False,False,False,Y
45,3908,"We are able to take advantage of the functionality as it allows us to express waiting for certain actions without stalling the program. As many programs interact with users, this becomes essential. It allows the parts of the program that don't require input to continue and improves efficiency. ",74760652,1.0,35,1,,,[],0.6062972545623779,[],True,True,True,False,False,False,False,False,False,False,False,False,Y
46,4052,"Tasks over the network always have delays. We want the UI to remain responsive when it is completing a network request, which requires asynchronously fetching data so that it doesn't block the execution of the main thread.",37326348,2.0,35,1,,,[],0.6069770455360413,[],False,False,False,False,True,False,False,False,False,False,False,False,Y
47,3815,"Its useful as multiple parts of the application can be executed without having to wait for one another, which is especially important in making requests for servers or waiting for complex tasks to load. It also allows you to change a page without reloading it.",94905228,2.0,35,5,,,"[[153, ""\u2714\ufe0f Sentence: This will allow users to continue to use your website/app, while you work on parts of the website while not interfering with traffic to your website. -> Similarity: 0.59""]]",0.6073114275932312,[],False,False,False,False,True,False,False,False,False,False,False,False,Y
48,3246,"It helps change a page without having to reload it and you can send, request, and receive data from a server without blocking the rest of your interface.",79600320,2.0,35,6,,,"[[153, ""\u2714\ufe0f Sentence: This will allow users to continue to use your website/app, while you work on parts of the website while not interfering with traffic to your website. -> Similarity: 0.59""], [152, ""\u2714\ufe0f Sentence: We can change a page without reloading it and send, request, and receive data from a server without blocking the rest of your interface. -> Similarity: 0.64""], [155, ""\u2714\ufe0f Length: 30 words -> Answer Length: 28""], [156, ""\u2714\ufe0f Keyword: blocking -> Matched: blocking, Similarity: 1.00""]]",0.6077942252159119,[],False,False,False,False,True,False,False,False,False,False,False,False,Y
49,3336,"It allows us to make changes to pages without reloading. Additionally, we can send, request, and receive data from our server without interrupting or blocking the rest of our interface. ",5487176,2.0,35,6,,,"[[153, ""\u2714\ufe0f Sentence: This will allow users to continue to use your website/app, while you work on parts of the website while not interfering with traffic to your website. -> Similarity: 0.60""], [152, ""\u2714\ufe0f Sentence: We can change a page without reloading it and send, request, and receive data from a server without blocking the rest of your interface. -> Similarity: 0.51""], [155, ""\u2714\ufe0f Length: 30 words -> Answer Length: 30""], [156, ""\u2714\ufe0f Keyword: blocking -> Matched: blocking, Similarity: 1.00""]]",0.6115306615829468,[],False,False,False,False,True,False,False,False,False,False,False,False,Y
50,3869,It enables a program to execute potentially long-running tasks and be responsive to other tasks while it is running. ,3675623,2.0,35,1,,,[],0.6118528842926025,[],False,False,False,False,False,False,False,False,False,False,False,False,Y
51,3747,"We don't want to shoehorn the users into a specific route on the application, we want them to be able to click any button at any time, and this can only be achieved through event listeners and the like which are examples of asynchronous programming.",74663477,1.0,35,1,,,[],0.6119893193244934,[],True,True,True,True,True,True,True,False,True,True,True,True,Y
52,4358,Async programming allows long running operations to happen while allowing the rest of the app to remain unblocked,42390440,1.0,35,1,,,[],0.6131754517555237,[],True,False,False,False,False,False,False,False,False,False,False,False,Y
53,3378,It allows us to update parts of a webpage at a time in order to handle requests to/from servers and avoid having to re-render the entire page.,10892356,2.0,35,7,,,"[[153, ""\u2714\ufe0f Sentence: This will allow users to continue to use your website/app, while you work on parts of the website while not interfering with traffic to your website. -> Similarity: 0.58""]]",0.6132840514183044,[],False,False,False,False,True,False,False,False,False,False,False,False,Y
54,3741,"We don't have to wait a task to complete. Instead, it allows us to perform other tasks while waiting, which improves efficiency.",81101818,1.0,35,1,,,[],0.6142875552177429,[],False,False,False,False,False,False,False,False,False,False,False,False,Y
55,3525,"It will help the users making it possible to express waiting for long running actions without freezing the program during these actions. They mainly do this using callbacks, functions which are called when the actions complete. It helps when there are large iterations involved or when operations inside these loops are very complex to handle.",34744898,1.0,35,1,,,[],0.6181709170341492,[],False,False,False,False,False,False,False,False,False,False,False,False,Y
56,3589,"We can partially update pages without refreshing it, and we can execute instructions without blocking user input, even if they take a long time to execute. ",78248296,2.0,35,4,,,"[[152, ""\u2714\ufe0f Sentence: We can change a page without reloading it and send, request, and receive data from a server without blocking the rest of your interface. -> Similarity: 0.48""]]",0.619151771068573,[],True,True,True,False,False,False,False,False,False,False,False,False,Y
57,3758,"Allows you to start a task that might take a long time and in the meantime still be responsive to other tasks while that first task is still running. So basically, you don't need to wait for the first function to finish before doing something else.",76558361,2.0,35,1,,,[],0.6197430491447449,[],False,False,False,False,False,False,False,False,False,False,False,False,Y
58,4310,"Since it enables your program to start a potentially long-running task and still be able to be responsive to other events while that task runs, rather than having to wait until that task has finished",56184190,1.0,35,1,,,[],0.6256847977638245,[],True,False,False,False,False,False,False,False,False,False,False,False,Y
59,3670,It allows partial updates of a page. It also allows users to continue to use the UI without having slow functions block the entire UI.,87993340,2.0,35,5,,,"[[153, ""\u2714\ufe0f Sentence: This will allow users to continue to use your website/app, while you work on parts of the website while not interfering with traffic to your website. -> Similarity: 0.55""]]",0.6261627078056335,[],False,False,False,False,False,False,False,False,False,False,False,False,Y
60,4205,It allows multiple tasks to be completed without having to wait on a task that might take longer than the others.,87660249,2.0,35,1,,,[],0.6270235776901245,[],False,False,False,False,False,False,False,False,False,False,False,False,Y
61,3330,"It allows the program to start a potentially long-running task and still be able to be responsive to other events while that task runs, rather than having to wait until that task has finished so essentially it's more time-efficient.",32233060,2.0,35,1,,,[],0.6284799575805664,[],False,False,False,False,False,False,False,False,False,False,False,False,Y
62,4229,"In javascript, several things may be happening at once. With asynchronous programming, we can update and use different features while others may still be loading, this way the page doesn't have to wait for large elements to load to begin displaying.",75229587,1.0,35,1,,,[],0.6286686062812805,[],False,False,False,False,True,True,False,False,False,False,False,False,Y
63,3465,It allows users to interact with the UI while large instructions get executed. It also allows pages to be partially updated without getting refreshed entirely.,97790812,2.0,35,5,,,"[[153, ""\u2714\ufe0f Sentence: This will allow users to continue to use your website/app, while you work on parts of the website while not interfering with traffic to your website. -> Similarity: 0.51""]]",0.6317993402481079,[],False,False,False,False,False,False,False,False,False,False,False,False,Y
64,3977,"Some resources can take some time to load, but we might not need them to be loaded in order to perform some other bits of code. Instead, we can use asynchronous Javascript to execute unrelated code while resources continue to load in the background. Asynchronous programming is especially important when it comes to loading pages on the internet, since fetching resources from other servers/URLs can take time.",65479700,1.0,35,1,,,[],0.6367272138595581,[],False,False,False,False,True,False,False,False,False,False,False,False,Y
65,4004,"It helps us when we are making calls to API's or waiting for things to load on, so that certain parts of the page can be updated when we get the new info that we need and do not need to refresh the whole page. ",63414342,2.0,35,7,,,"[[153, ""\u2714\ufe0f Sentence: This will allow users to continue to use your website/app, while you work on parts of the website while not interfering with traffic to your website. -> Similarity: 0.53""]]",0.6368412971496582,[],False,False,False,False,False,False,False,False,False,False,False,False,Y
66,3640,"It allows our program to start a long-running task and still be able to be responsive to other events while that task runs, as opposed to waiting until  that task finishes.",55401759,2.0,35,1,,,[],0.6381232142448425,[],False,False,False,False,False,False,False,False,False,False,False,False,Y
67,4232,So we can run multiple tasks on a website instead of having to wait for one task to finish before we start another,92144448,2.0,35,1,,,[],0.6408652663230896,[],True,False,False,False,False,False,False,False,False,False,False,False,Y
68,3204,"For updating the web page partially, based on an asynchronous process like a web server api call, without reloading the whole page. It makes the user experience faster because it's only changing the visual elements that need to be changed. Reloading fully will use more resources and time. ",4411448,1.0,35,2,,,[],0.6411930918693542,[],False,False,False,False,True,True,False,False,False,False,False,False,Y
69,4106,We can still use other features when running long-running task. We do not need to wait until the task finished. We can also partially update the page without refreshing the page. ,22810399,2.0,35,1,,,[],0.6416294574737549,[],False,False,False,False,False,False,False,False,False,False,False,False,Y
70,4040,We want to use asynchronous programming so we don't need to run one process after another process and can run them simultaneously,82546838,2.0,35,1,,,[],0.6428373456001282,[],True,False,False,False,False,False,False,False,False,False,False,False,Y
71,3995,We want to use it because we dont want the website to stall and block execution of other tasks when trying to do a task that might take a lot of time. We want the user to still be able to interact with the website while other parts of the webpage loads.,13898280,2.0,35,5,,,"[[153, ""\u2714\ufe0f Sentence: This will allow users to continue to use your website/app, while you work on parts of the website while not interfering with traffic to your website. -> Similarity: 0.65""]]",0.6444064974784851,[],True,True,True,False,False,False,False,False,False,False,False,False,Y
72,3474,"It allows the executing of instructions that take a really long time (HTTP requests), without stopping the rest of the code from running.",53947930,1.0,35,5,,,"[[153, ""\u2714\ufe0f Sentence: This will allow users to continue to use your website/app, while you work on parts of the website while not interfering with traffic to your website. -> Similarity: 0.52""]]",0.6508910059928894,[],False,False,False,False,False,False,False,False,False,False,False,False,Y
73,3408,It allows us to update only part of the webpage instead of reloading the entire page. It also prevents the execution of the programming from blocking if certain processes are taking too long to execute.,18656932,2.0,35,5,,,"[[153, ""\u2714\ufe0f Sentence: This will allow users to continue to use your website/app, while you work on parts of the website while not interfering with traffic to your website. -> Similarity: 0.59""]]",0.6510191559791565,[],False,False,False,False,False,False,False,False,False,False,False,False,Y
74,3510,"Because with the amount of stuff we are calling from the server, it might slow down our interface if we try to use synchronous programming",13417216,0.0,35,1,,,[],0.6518815159797668,[],True,False,False,False,False,False,False,False,False,False,False,False,Y
75,3492,It allows your script to call an action that may take a long time to run without having to pause the entire program to wait for it to finish running,29229369,1.0,35,1,,,[],0.6529823541641235,[],False,False,False,False,False,False,False,False,False,False,False,False,Y
76,3522,Because it allows executing time-consuming instructions such as waiting for HTTP responses without blocking the rest of the code so that users can still interact with the UI.,7706500,2.0,35,1,,,[],0.6563634872436523,[],True,False,False,False,True,True,False,False,False,False,False,False,Y
77,4226,"It enables more dynamic change for users without reloading using webpages. For example, AJAX is used to enable Asynchronous Javascript and XML and it enables you to change a page without reloading as it can send, request, and receive data without immediately reloading the page. This way the user can have a quicker and more streamlined experience on a webpage.",78764985,2.0,35,7,,,"[[153, ""\u2714\ufe0f Sentence: This will allow users to continue to use your website/app, while you work on parts of the website while not interfering with traffic to your website. -> Similarity: 0.52""]]",0.6564580798149109,[],False,False,False,False,True,True,False,False,False,False,False,False,Y
78,3893,"When we are doing I/O functions, we don't want to block the rest of the UI by waiting on that I/O. With async we can do work in the background and still have the UI be functioning while waiting for the I/O to finish.",87480783,1.0,35,1,,,[],0.6565282344818115,[],True,True,False,False,False,False,False,False,False,False,False,False,Y
79,3968,It allows us to partially update a page instead of needing to reload the page every time an action is done. It also allows users to continue to use the page while a long action is being done asynchronously.,61891041,2.0,35,5,,,"[[153, ""\u2714\ufe0f Sentence: This will allow users to continue to use your website/app, while you work on parts of the website while not interfering with traffic to your website. -> Similarity: 0.51""]]",0.6571531295776367,[],False,False,False,False,False,False,False,False,False,False,False,False,Y
80,3634,"You want to use asynchronous programming in Javascript to send, request, and receive data from a server without blocking the rest of your interface. You will be able to change a page without reloading it.",59019027,2.0,35,2,,,"[[152, ""\u2714\ufe0f Sentence: We can change a page without reloading it and send, request, and receive data from a server without blocking the rest of your interface. -> Similarity: 0.82""]]",0.6572631597518921,[],True,True,True,False,True,False,False,False,False,False,False,False,Y
81,3723,Allows the program to start long/expensive running function while still being responsive to other tasks (i.e handle clicks) without blocking and having to wait. Leads to a better user experience,36393312,1.0,35,1,,,[],0.6575244069099426,[],True,False,False,False,False,False,False,False,False,False,False,False,Y
82,3595,"This can allow us to continue to provide function to the user while we wait for a data source to come in. Also, it can help with not refreshing the page.",28175306,2.0,35,7,,,"[[153, ""\u2714\ufe0f Sentence: This will allow users to continue to use your website/app, while you work on parts of the website while not interfering with traffic to your website. -> Similarity: 0.58""], [152, ""\u2714\ufe0f Sentence: We can change a page without reloading it and send, request, and receive data from a server without blocking the rest of your interface. -> Similarity: 0.33""]]",0.6594948172569275,[],True,True,True,False,False,False,False,False,True,False,False,False,Y
83,3788,"We want to use asynchronous programming in Javascript so lines of code execute in a specific order and ensure it is executed based on previous results. For example, when calling an API, we want to use asynchronous programming for the code to wait for the data to be returned before working with the data.",42396498,2.0,35,1,,,[],0.6620751619338989,[],False,False,False,False,True,False,False,False,False,False,False,False,Y
84,4262,"You can be respond to other tasks while you're waiting on a big task to run, which allows for more efficient programming to execute. ",59844744,1.0,35,1,,,[],0.6625442504882812,[],True,False,False,False,False,False,False,False,False,False,False,False,Y
85,4046," It allows us execute instructions that may take a really long time without blocking the rest of the code so users can still interact with the UI
",20557916,2.0,35,1,,,[],0.6629928350448608,[],True,True,False,False,True,True,False,False,False,False,False,False,Y
86,3767,"Because sometimes we are in a situation where a line of code may take an indefinite amount of time (like an API fetch), and we don't want to block the whole program while running it, so we run it asynchronously. And if we want to wait for it to complete before running certain other lines, we can use mechanisms like .then()",17883915,1.0,35,1,,,[],0.6645421385765076,[],False,False,False,False,False,False,False,False,False,False,False,False,Y
87,3291,AJAX allows us to partially update a page without refreshing the whole page as well as execute instructions that will take an unknown amount of time without blocking the rest of the code.,39323023,2.0,35,2,,,"[[152, ""\u2714\ufe0f Sentence: We can change a page without reloading it and send, request, and receive data from a server without blocking the rest of your interface. -> Similarity: 0.36""]]",0.668647050857544,[],False,False,False,False,False,False,False,False,False,False,False,False,Y
88,4169," AJAX allows us to partially update a page without refreshing the whole page every time. It also allows executing instructions that may take a long time without preventing rest of the code such that UI is still interactable.
",88396459,2.0,35,2,,,[],0.6690565347671509,[],False,False,False,False,True,True,False,False,False,False,False,False,Y
